,AUC,MRR,nDCG@1,nDCG@3,nDCG@5,PCR@1,PCR@3,PCR@5,WT@1,WT@3,WT@5,RMSE,MAE,XGAUC,XAUC
1,0.7442961595847815,0.5461382103587394,0.4326981115805812,0.49864865766265265,0.5364836873828052,0.4089666801200629,0.37737228212702717,0.3575630508798889,25.977968440113823,25.50337012445748,24.925979419964936,39.783780363319934,17.603130013954235,0.6805390096317827,0.722913358296077
