,AUC,MRR,nDCG@1,nDCG@3,nDCG@5,PCR@1,PCR@3,PCR@5,WT@1,WT@3,WT@5,RMSE,MAE,XGAUC,XAUC
1,0.7428071039121114,0.5472151701915561,0.4341640079330861,0.4990893702409075,0.5368072295939901,0.4081252223605085,0.3761433384379173,0.3569912891129441,26.12447184616711,25.61242131585755,24.92513437383231,39.951236870605804,17.67507551656626,0.6794992890613092,0.7217976376808112
