,AUC,MRR,nDCG@1,nDCG@3,nDCG@5,PCR@1,PCR@3,PCR@5,WT@1,WT@3,WT@5,RMSE,MAE,XGAUC,XAUC
1,0.7437985595451062,0.5453722761519716,0.4326549969819781,0.49684497620149337,0.5351865900952268,0.4126138071109925,0.3762326705761663,0.35732576464023935,25.80667413986376,25.443182144807565,24.867843695208528,39.699482051171096,17.578732885728513,0.6793253374818945,0.7223424425484956
