,AUC,MRR,nDCG@1,nDCG@3,nDCG@5,PCR@1,PCR@3,PCR@5,WT@1,WT@3,WT@5,RMSE,MAE,XGAUC,XAUC
1,0.746138485679281,0.5479007735811062,0.43640596706044665,0.4991241586991228,0.5369255247797358,0.4173469913823855,0.3781998596040074,0.3579292712339356,25.59955160817453,25.439115001006005,24.842035296484728,39.522522684304924,17.46600364137504,0.6798483280650284,0.7233446398739076
